Customer segment,Year,Seasonal,Weekday Name,Sales Price,Comp Price,MRP,COG,inflation rate,Demand Score,discount rate,Inventory levels,Govt regulations,Expiry days
2,2015,8,Monday,11.45,12.01,14.8,6.41,0.2,3.16,12,230.01,19.2,80
2,2015,8,Tuesday,17.37,16.09,21.53,9.46,0.2,4.43,15,226.34,19.2,68
1,2015,8,Wednesday,16.98,16.48,20.4,9.2,0.2,11.74,15,214.01,19.2,77
3,2015,8,Thursday,15.5,16.82,19.46,6.69,0.2,10.4,8,205.34,19.2,42
2,2015,8,Friday,13.34,14.31,17.13,5.43,0.2,2.79,9,197.34,19.2,55
1,2015,8,Saturday,16.06,15.85,18.47,6.58,0.2,2.99,18,194.34,19.2,54
1,2015,8,Sunday,17.72,18.92,21.97,9.43,0.2,0.37,8,191,19.2,38
3,2015,8,Monday,13.18,14.25,15.61,5.33,0.2,3.11,7,189,19.2,87
3,2015,8,Tuesday,17.52,17.04,20.99,7.76,0.2,2.43,14,181,19.2,64
3,2015,8,Wednesday,12.28,12.19,15.23,5.48,0.2,2.61,15,174.99,19.2,88
2,2015,8,Thursday,18.59,18.96,23.74,8.08,0.2,2.59,8,168.66,19.2,44
3,2015,8,Friday,18.05,17.57,20.8,8.03,0.2,0.87,18,165.16,19.2,73
1,2015,8,Saturday,13.42,12.91,16.01,5.72,0.2,3.4,15,159.16,19.2,78
2,2015,8,Sunday,17.88,19.41,21.23,10.52,0.2,2.45,7,156.82,19.2,43
3,2015,8,Monday,18.2,16.88,22.6,10.68,0.2,4.93,15,147.83,19.2,44
3,2015,8,Tuesday,12.68,12.21,15.7,7.23,0.2,1.1,18,139.33,19.2,35
1,2015,8,Wednesday,15.76,14.81,18.24,6.67,0.2,3.82,17,136.99,19.2,76
3,2015,8,Thursday,16.99,18.67,21.85,7.52,0.2,0.37,7,134.32,19.2,57
1,2015,8,Friday,11.46,12.23,13.82,4.76,0.2,5.83,12,124.99,19.2,64
2,2015,8,Saturday,11.53,12.51,14.05,5.43,0.2,2.53,8,117.99,19.2,35
2,2015,8,Sunday,15.85,14.91,19.09,8.49,0.2,12.46,17,107.15,19.2,43
1,2015,8,Monday,14.19,13.72,17.17,7.96,0.2,3.68,14,96.15,19.2,83
2,2015,9,Tuesday,12,11.05,15.52,6.99,0,3.35,16,92.15,19.2,53
2,2015,9,Wednesday,16.03,16.11,19.84,7.79,0,8.41,19,83.97,19.2,43
1,2015,9,Thursday,13.01,12.51,16.73,7.18,0,0.31,17,78.64,19.2,49
3,2015,9,Friday,15.11,15.84,17.7,6.66,0,2.84,10,77.3,19.2,64
2,2015,9,Saturday,11.59,11.04,13.77,6.12,0,1.31,19,73.96,19.2,83
2,2015,9,Sunday,13.55,13.69,16.26,5.87,0,4.03,15,65.13,19.2,84
1,2015,9,Monday,13.8,14.81,17.27,5.87,0,5.13,6,56.8,19.2,51
3,2015,9,Tuesday,13.52,12.52,16.09,6.39,0,0.35,19,52.46,19.2,81
2,2015,9,Wednesday,16.4,14.88,20.2,6.93,0,2.73,19,49.79,19.2,64
3,2015,9,Thursday,12.57,12.24,16.3,5.54,0,2.3,17,47.79,19.2,37
2,2015,9,Friday,12.88,13.41,16.57,6.78,0,3.85,13,41.79,19.2,37
3,2015,9,Saturday,15.54,14.68,19.67,8.45,0,2.44,13,30.46,19.2,46
3,2015,9,Sunday,15.02,15.92,19.22,6.08,0,0.95,7,263,19.2,33
1,2015,9,Monday,16.37,17.78,19.17,8.46,0,3.28,8,255.67,19.2,63
1,2015,9,Tuesday,15.87,16.31,19.14,8.05,0,2.16,11,250.99,19.2,31
2,2015,9,Wednesday,11.72,12.2,13.73,7,0,2.17,13,247.66,19.2,65
1,2015,9,Thursday,13.58,13.81,16.64,6.36,0,1.97,10,246.99,19.2,39
3,2015,9,Friday,16.76,16.87,20.96,9.55,0,4.97,8,237.16,19.2,88
2,2015,9,Saturday,10.64,10.31,12.27,6.31,0,2.12,5,233.82,19.2,48
3,2015,9,Sunday,13.16,12.74,15.92,7.89,0,2.99,18,226.99,19.2,42
1,2015,9,Monday,11.83,12.92,14.15,4.78,0,0.41,6,217,19.2,46
1,2015,9,Tuesday,15.94,15.36,18.52,7.51,0,2.55,19,215,19.2,63
2,2015,9,Wednesday,11.91,12.52,14.01,6.68,0,8.59,14,208.01,19.2,54
3,2015,9,Thursday,15.43,15.04,18.13,8.5,0,7.42,17,201.85,19.2,31
2,2015,9,Friday,15.29,16.07,19.15,7.6,0,0.07,7,198.86,19.2,77
3,2015,9,Saturday,11.11,11.16,13.94,6.01,0,0.3,13,194.03,19.2,39
3,2015,9,Sunday,12.2,12.57,14.05,5.98,0,6.97,11,181.61,19.2,37
3,2015,9,Monday,11.98,10.88,14.81,5.8,0,3.85,9,175.78,19.2,76
3,2015,9,Tuesday,13.27,13.17,16.2,6.04,0,2.24,7,174.78,19.2,71
3,2015,9,Wednesday,16.75,16.29,20.78,9.28,0,8.19,11,168.45,19.2,65
2,2015,10,Thursday,16.07,16.04,19.29,6.62,0.2,3.4,8,163.13,19.2,38
1,2015,10,Friday,11.54,12.09,14.18,6.56,0.2,10.4,6,153.47,19.2,39
2,2015,10,Saturday,14.28,15.52,17.85,5.88,0.2,2.04,16,148.47,19.2,34
2,2015,10,Sunday,10.83,10.44,12.96,4.33,0.2,10.09,13,138.13,19.2,77
3,2015,10,Monday,15.35,15.54,19.92,6.4,0.2,6.21,5,131.13,19.2,89
1,2015,10,Tuesday,11.62,11.64,13.62,6.02,0.2,6.18,7,126.13,19.2,80
2,2015,10,Wednesday,17.03,16.91,21.79,7.74,0.2,5.47,10,120.44,19.2,41
2,2015,10,Thursday,12.47,11.46,16.02,5.2,0.2,2.07,7,113.11,19.2,84
2,2015,10,Friday,16.92,16.98,20.25,9.61,0.2,6.74,15,104.29,19.2,41
3,2015,10,Saturday,12.78,13.76,15.13,6.5,0.2,3.41,19,102.29,19.2,42
3,2015,10,Sunday,14.59,13.88,17.14,5.91,0.2,6.22,14,96.13,19.2,60
2,2015,10,Monday,16.56,17.43,21.49,8.11,0.2,3.81,11,85.8,19.2,65
3,2015,10,Tuesday,17.15,18.72,20.67,7.87,0.2,7.5,13,76.14,19.2,38
2,2015,10,Wednesday,14.45,14.75,17.8,6.61,0.2,0.47,14,72.31,19.2,89
1,2015,10,Thursday,13.72,14.14,17.79,6.43,0.2,3.53,5,67.65,19.2,42
3,2015,10,Friday,13.59,13.47,16.8,7.31,0.2,2.19,18,62.49,19.2,51
2,2015,10,Saturday,13.12,11.89,16.37,7.72,0.2,1.09,16,60.82,19.2,87
1,2015,10,Sunday,13.18,12.01,15.55,6.28,0.2,8.17,18,50.48,19.2,88
1,2015,10,Monday,10.92,10.98,13.89,4.81,0.2,5.99,5,43.14,19.2,50
1,2015,10,Tuesday,13.75,12.91,17.59,7.68,0.2,10.97,10,31.14,19.2,76
3,2015,10,Wednesday,12.43,13.29,14.6,6.73,0.2,3.09,17,246,19.2,42
1,2015,10,Thursday,13.67,12.4,17.17,5.82,0.2,6.9,16,237.34,19.2,46
1,2015,10,Friday,10.49,10.69,12.62,4.6,0.2,3.53,7,233.01,19.2,77
1,2015,10,Saturday,11.86,12.41,14.55,4.95,0.2,8.43,6,226.01,19.2,71
3,2015,10,Sunday,16.06,14.78,20.24,6.68,0.2,11.07,15,216.17,19.2,49
1,2015,10,Monday,17.06,15.96,22.11,9.42,0.2,3.64,18,213.17,19.2,78
3,2015,10,Tuesday,15.38,16.4,19.62,8.72,0.2,6,5,204.17,19.2,61
3,2015,10,Wednesday,17.14,16.29,21.88,7.08,0.2,2.5,17,199.84,19.2,56
1,2015,10,Thursday,11.31,10.7,14.34,4.98,0.2,1.88,15,198.84,19.2,82
2,2015,10,Friday,15.61,16.94,19.47,7,0.2,0.36,19,196.51,19.2,58
3,2015,10,Saturday,17.22,17.18,21.49,7.5,0.2,6.69,9,191.18,19.2,65
3,2015,11,Sunday,9.32,9.54,11.55,3.79,0.5,0.96,5,185.52,19.2,44
1,2015,11,Monday,12.7,12.25,15.07,5.77,0.5,2.18,9,183.19,19.2,63
2,2015,11,Tuesday,13.1,13.9,15.47,7.57,0.5,6.27,15,178.53,19.2,70
1,2015,11,Wednesday,13.38,12.54,17.39,7.94,0.5,0.35,18,177.19,19.2,79
2,2015,11,Thursday,8.73,8.12,10.05,3.53,0.5,10.3,9,168.69,19.2,75
3,2015,11,Friday,12.01,12.04,14.06,5.85,0.5,0.26,5,164.36,19.2,30
3,2015,11,Saturday,9.33,9.94,10.83,4.72,0.5,0.54,8,161.03,19.2,74
2,2015,11,Sunday,11.07,11.23,14.1,5.83,0.5,2.88,11,157.03,19.2,78
2,2015,11,Monday,10.02,10.78,12.27,5.93,0.5,2.01,19,150.7,19.2,41
2,2015,11,Tuesday,9.54,9.06,11.34,5.48,0.5,3.65,15,147.04,19.2,43
1,2015,11,Wednesday,13.31,13.52,17.06,6.09,0.5,3.08,18,140.71,19.2,79
1,2015,11,Thursday,10.63,10.66,13.27,5.33,0.5,7.88,12,131.05,19.2,58
2,2015,11,Friday,9.17,10.09,11.51,3.9,0.5,5.65,9,125.05,19.2,67
3,2015,11,Saturday,10.6,9.87,12.75,5.55,0.5,2.62,9,120.05,19.2,69
3,2015,11,Sunday,13.39,14.6,15.83,7.25,0.5,4.06,14,115.06,19.2,36
1,2015,11,Monday,13.39,14.56,16.42,6.19,0.5,0.44,13,113.73,19.2,75
1,2015,11,Tuesday,10.62,10.85,13.48,6.14,0.5,2.3,7,108.06,19.2,68
2,2015,11,Wednesday,9.87,10.45,12.78,5.76,0.5,6.23,10,101.72,19.2,72
2,2015,11,Thursday,8.7,8.78,10.01,3.76,0.5,4.97,14,95.38,19.2,89
2,2015,11,Friday,9.76,10.37,11.47,5.5,0.5,1.54,5,93.38,19.2,70
2,2015,11,Saturday,8.93,9.12,10.93,4.88,0.5,2.09,18,87.72,19.2,71
2,2015,11,Sunday,11.54,11.99,14.61,5.73,0.5,0.74,10,83.72,19.2,43
2,2015,11,Monday,10.12,9.37,12.42,5.1,0.5,1.6,19,81.72,19.2,34
1,2015,11,Tuesday,8.8,8.54,10.3,5.11,0.5,0.57,8,78.72,19.2,42
1,2015,11,Wednesday,9.02,8.95,11.26,3.81,0.5,1.01,9,73.72,19.2,77
2,2015,11,Thursday,13.67,13.75,16,7.7,0.5,1.55,11,68.06,19.2,58
1,2015,11,Friday,13.22,12.45,15.34,7.39,0.5,2.37,19,63.73,19.2,67
2,2015,11,Saturday,12.49,12.33,15.77,6.82,0.5,1.61,19,63.06,19.2,68
2,2015,11,Sunday,12.55,13.42,15.87,5.67,0.5,6,19,56.73,19.2,40
3,2015,11,Monday,9.56,10.39,11.66,4.69,0.5,2.83,14,50.07,19.2,63
3,2015,12,Tuesday,12.06,12.72,14.41,4.89,0.7,2.85,6,42.74,19.2,84
2,2015,12,Wednesday,12.21,11.43,14.81,6,0.7,3.55,16,40.75,19.2,77
3,2015,12,Thursday,13.61,13.58,17.26,6.03,0.7,1.19,16,39.75,19.2,63
3,2015,12,Friday,11.18,11.63,13.52,6.28,0.7,5.73,6,35.75,19.2,68
2,2015,12,Saturday,14,13.13,16.52,5.88,0.7,2.89,8,32.42,19.2,44
3,2015,12,Sunday,10.51,10.99,12.27,4.81,0.7,3.07,15,242,19.2,46
3,2015,12,Monday,10.55,10.67,12.46,6.31,0.7,5.3,10,236.33,19.2,84
3,2015,12,Tuesday,14.48,14.54,18.79,7.69,0.7,4.96,10,233.33,19.2,87
3,2015,12,Wednesday,11.41,12,14.15,4.68,0.7,2.1,17,231.33,19.2,30
2,2015,12,Thursday,10.16,10.05,12.86,5.61,0.7,3.48,14,227.99,19.2,36
3,2015,12,Friday,13.73,14.33,16.45,7.31,0.7,13.04,7,216.33,19.2,83
1,2015,12,Saturday,10.68,11.25,13.47,5.53,0.7,5.75,16,210.49,19.2,52
1,2015,12,Sunday,16.18,16.87,20.49,8.67,0.7,0.45,6,204.15,19.2,55
3,2015,12,Monday,13.15,13.71,16.62,7.13,0.7,4.27,6,194.82,19.2,33
1,2015,12,Tuesday,11.02,11.16,12.83,4.71,0.7,1.07,18,189.82,19.2,45
3,2015,12,Wednesday,15.61,14.91,19.6,6.89,0.7,2.3,13,184.83,19.2,79
1,2015,12,Thursday,14.22,13.75,17.77,7.49,0.7,1.92,10,178.16,19.2,88
3,2015,12,Friday,15.89,16.59,20.06,6.63,0.7,10.55,12,169.16,19.2,82
2,2015,12,Saturday,15.9,15.83,19.47,9.35,0.7,0.36,9,164.83,19.2,68
2,2015,12,Sunday,13.84,12.66,17.21,5.76,0.7,1.46,7,164.83,19.2,54
2,2015,12,Monday,13.13,14.27,16.23,7.76,0.7,1.52,17,161.83,19.2,70
3,2015,12,Tuesday,10.07,9.43,11.89,5.5,0.7,1.07,12,156.83,19.2,38
1,2015,12,Wednesday,12.03,12.54,15.24,6.97,0.7,4.6,11,151.17,19.2,86
1,2015,12,Thursday,9.97,9.3,12.23,5.08,0.7,2.01,8,147.84,19.2,42
2,2015,12,Friday,14.96,14.7,18.54,6.67,0.7,6.93,15,140.51,19.2,38
1,2015,12,Saturday,15.7,15.88,19.59,8.87,0.7,0.93,17,139.85,19.2,75
2,2015,12,Sunday,13.48,12.85,16.26,5.99,0.7,4.04,14,135.18,19.2,78
3,2015,12,Monday,12.61,12.29,15.44,7.51,0.7,1.8,13,129.85,19.2,88
3,2015,12,Tuesday,10.8,10.4,12.74,4.61,0.7,0.12,16,125.85,19.2,88
3,2015,12,Wednesday,14.55,13.3,18.57,5.93,0.7,7.53,8,115.18,19.2,59
3,2015,12,Thursday,12.01,11.75,15.29,6.55,0.7,4.93,18,108.52,19.2,78
1,2016,1,Friday,13.84,12.87,15.97,7.21,1.4,3.15,10,100.86,19.8,54
3,2016,1,Saturday,10.07,9.83,12.49,5.12,1.4,0.82,17,100.86,19.8,78
1,2016,1,Sunday,13.84,12.8,16.64,6.31,1.4,0.63,14,100.52,19.8,55
1,2016,1,Monday,10.06,9.79,12.64,5.17,1.4,1.44,10,96.52,19.8,54
3,2016,1,Tuesday,14.73,14.56,18.21,7.06,1.4,5.09,5,89.19,19.8,51
2,2016,1,Wednesday,14.72,15.97,17.19,7.29,1.4,6.28,14,83.86,19.8,43
3,2016,1,Thursday,13.09,12.01,15.43,6.1,1.4,6.75,10,77.2,19.8,37
1,2016,1,Friday,14.18,13.4,17.88,6.64,1.4,1.35,8,77.2,19.8,87
3,2016,1,Saturday,15,14.29,18.45,6.91,1.4,3.54,11,69.2,19.8,79
1,2016,1,Sunday,16.17,15.33,19.6,9.51,1.4,7.94,17,61.87,19.8,42
1,2016,1,Monday,14.77,16.12,17.69,5.95,1.4,4.27,14,54.87,19.8,87
1,2016,1,Tuesday,14.82,16.03,18.7,7.46,1.4,4.37,7,45.53,19.8,48
1,2016,1,Wednesday,11.46,11.5,14.11,5.18,1.4,2.75,16,33.53,19.8,61
1,2016,1,Thursday,10.76,10.46,12.88,5.31,1.4,0.65,7,253,19.8,68
2,2016,1,Friday,14.93,14.45,18.02,6.98,1.4,3.2,5,251,19.8,65
3,2016,1,Saturday,9.96,9.53,12.33,5.34,1.4,3.66,19,242.02,19.8,59
3,2016,1,Sunday,14.08,12.99,17.35,6.18,1.4,3.03,8,238.68,19.8,88
1,2016,1,Monday,14.66,15.36,18.63,8.25,1.4,1.48,12,231.67,19.8,77
3,2016,1,Tuesday,15.24,15.92,18.66,7.57,1.4,1.83,13,228.17,19.8,83
2,2016,1,Wednesday,15.85,16.48,19.08,6.48,1.4,2.26,17,222.17,19.8,56
1,2016,1,Thursday,9.85,10.58,11.53,5.42,1.4,4.22,8,219.85,19.8,73
2,2016,1,Friday,16.19,16.22,19.97,9.56,1.4,1.63,7,214.85,19.8,50
1,2016,1,Saturday,14.6,15.81,18.81,6.16,1.4,0.03,14,214.02,19.8,53
2,2016,1,Sunday,15.07,14.51,18.34,7.7,1.4,5.67,9,207.69,19.8,82
3,2016,1,Monday,15.38,14.94,18.41,7.82,1.4,4.69,17,203.69,19.8,33
3,2016,1,Tuesday,10.32,11.22,12.39,4.15,1.4,2.98,6,193.36,19.8,63
2,2016,1,Wednesday,11.17,11.11,13.27,6.45,1.4,2.86,6,187.68,19.8,34
2,2016,1,Thursday,14.24,13.44,16.47,7.05,1.4,4.53,14,183.34,19.8,48
2,2016,1,Friday,14.41,13.11,17.02,6.9,1.4,6.82,14,176.01,19.8,46
1,2016,1,Saturday,10.86,10.54,13.12,4.38,1.4,6.02,13,171.01,19.8,76
3,2016,1,Sunday,13.38,12.72,15.86,6.76,1.4,8.36,6,162.01,19.8,33
3,2016,2,Monday,11.25,12.31,13.22,5.29,1,0.27,6,157.68,19.8,68
2,2016,2,Tuesday,14.67,14.74,17.47,6.38,1,7.13,7,151.34,19.8,71
1,2016,2,Wednesday,15.74,17.09,19.35,8.86,1,4.03,9,137.01,19.8,51
1,2016,2,Thursday,14.91,14.41,17.68,6.15,1,1.36,18,129.01,19.8,47
1,2016,2,Friday,11.09,12.14,12.83,5.37,1,1.16,14,120.67,19.8,83
3,2016,2,Saturday,10.28,9.7,13.2,4.22,1,3.88,15,115.01,19.8,61
3,2016,2,Sunday,14.67,14.99,16.91,8.58,1,0.31,5,109.68,19.8,34
2,2016,2,Monday,13.76,14.86,17.72,8.14,1,3.17,14,106.02,19.8,39
3,2016,2,Tuesday,12.53,12.33,15.87,7.1,1,2.03,12,99.69,19.8,73
3,2016,2,Wednesday,15.26,16.16,18.82,8.92,1,8.15,13,92.69,19.8,37
2,2016,2,Thursday,10.03,10.6,12.4,4.41,1,5.04,17,88.35,19.8,71
1,2016,2,Friday,13.24,12.11,16.36,7.42,1,2.9,14,86.69,19.8,75
3,2016,2,Saturday,10.31,10.59,13.01,4.27,1,2.03,12,80.7,19.8,67
3,2016,2,Sunday,10.5,10.27,13.34,4.52,1,1.75,17,78.03,19.8,31
2,2016,2,Monday,13.44,14.24,16.44,5.46,1,3.76,13,72.19,19.8,65
3,2016,2,Tuesday,13.57,13.63,15.87,7.73,1,3.05,10,66.86,19.8,81
2,2016,2,Wednesday,14.1,14.85,16.65,7.97,1,1.25,18,59.53,19.8,30
1,2016,2,Thursday,15.95,15.35,18.47,7.5,1,1.75,16,56.53,19.8,44
2,2016,2,Friday,15.05,14.07,19.48,8.51,1,2.99,9,54.19,19.8,85
1,2016,2,Saturday,11.66,11.47,14.81,5.28,1,3.05,15,50.19,19.8,40
3,2016,2,Sunday,10.04,10.5,12.39,5.84,1,6.46,14,39.86,19.8,38
3,2016,2,Monday,13.77,12.48,16.88,8.05,1,6.2,7,33.52,19.8,50
1,2016,2,Tuesday,10.6,10.08,12.24,6.29,1,3.06,19,30.52,19.8,52
3,2016,2,Wednesday,12.3,11.24,14.81,5.68,1,0.65,15,243,19.8,33
3,2016,2,Thursday,10.23,10.58,12.9,4.17,1,9.23,8,235.34,19.8,38
3,2016,2,Friday,10.91,10.19,12.82,5.29,1,0.74,19,227.35,19.8,35
1,2016,2,Saturday,11.71,12.73,14.88,6.86,1,6.44,11,222.35,19.8,44
3,2016,2,Sunday,12.07,11.28,15.57,6.27,1,6.5,16,214.35,19.8,71
2,2016,2,Monday,15.28,15.28,18.8,9.04,1,5.85,5,206.35,19.8,41
2,2016,3,Tuesday,12.79,13.69,16.55,6.7,0.9,8.03,5,199.35,19.8,54
3,2016,3,Wednesday,12.11,12.17,14.52,5.58,0.9,2.46,10,189.35,19.8,90
3,2016,3,Thursday,14.23,15.07,16.44,7.72,0.9,0.23,12,186.02,19.8,38
3,2016,3,Friday,12.95,13.47,16.48,7.23,0.9,2.58,5,183.19,19.8,66
3,2016,3,Saturday,13.79,14.82,17.1,6.99,0.9,6.06,15,178.19,19.8,66
2,2016,3,Sunday,11.83,11.13,14.66,6.61,0.9,4.59,16,173.19,19.8,50
2,2016,3,Monday,14.9,14.64,18.49,7.86,0.9,1,19,168.19,19.8,78
2,2016,3,Tuesday,14.6,15.64,17.64,8.18,0.9,4.72,12,162.86,19.8,83
3,2016,3,Wednesday,14.44,13.18,17.92,7.87,0.9,4.48,17,158.86,19.8,90
3,2016,3,Thursday,9.25,10.09,11.29,4.62,0.9,0.51,8,154.52,19.8,36
3,2016,3,Friday,11.63,11.48,14.47,6.89,0.9,7.12,8,148.19,19.8,42
2,2016,3,Saturday,11.45,11.21,14.27,4.64,0.9,0.17,17,144.86,19.8,84
2,2016,3,Sunday,13.33,13.17,16.03,5.47,0.9,3.58,17,141.86,19.8,35
2,2016,3,Monday,13.87,15.1,16.37,7.82,0.9,3.77,8,139.36,19.8,48
1,2016,3,Tuesday,14.33,13.63,17.58,6.5,0.9,3.12,8,135.03,19.8,37
1,2016,3,Wednesday,13.56,12.25,16.98,6.62,0.9,0.91,8,129.7,19.8,75
1,2016,3,Thursday,9.57,9.22,12.37,4.11,0.9,3.97,13,124.37,19.8,45
3,2016,3,Friday,9.87,10.25,12.23,3.99,0.9,0.55,13,118.71,19.8,79
3,2016,3,Saturday,9.13,9.72,11.3,3.82,0.9,3.02,16,115.37,19.8,72
2,2016,3,Sunday,12.27,12.38,15.2,7.25,0.9,4,9,104.71,19.8,52
3,2016,3,Monday,12.07,10.97,15.48,5.52,0.9,5.48,13,96.72,19.8,58
3,2016,3,Tuesday,10.82,9.76,12.94,5.91,0.9,5.75,7,91.72,19.8,31
3,2016,3,Wednesday,10.53,10.63,12.51,4.64,0.9,1.75,15,89.39,19.8,59
2,2016,3,Thursday,13.67,14.06,17.12,6.45,0.9,5.24,18,85.39,19.8,45
1,2016,3,Friday,9.07,8.5,11.7,3.85,0.9,7.17,19,78.55,19.8,54
1,2016,3,Saturday,9.71,8.78,11.54,4.45,0.9,6.76,11,71.55,19.8,62
1,2016,3,Sunday,9.49,9.27,11.31,4.13,0.9,1.87,8,69.05,19.8,88
1,2016,3,Monday,9.73,8.81,12.2,5.05,0.9,4.94,6,61.22,19.8,64
3,2016,3,Tuesday,14.06,14.11,17.08,6.19,0.9,4.27,6,57.88,19.8,50
1,2016,3,Wednesday,9.38,9.79,11.68,4.52,0.9,6.22,7,52.2,19.8,33
2,2016,3,Thursday,12.39,12.79,15,6.33,0.9,1.81,7,45.04,19.8,75
2,2016,4,Friday,10.33,9.54,12.22,4.88,1.1,2.01,10,42.71,19.8,65
1,2016,4,Saturday,10.78,10.8,13.58,4.98,1.1,1.86,5,36.38,19.8,58
2,2016,4,Sunday,12.93,12.17,14.91,6.08,1.1,5.51,10,32.71,19.8,51
1,2016,4,Monday,10.18,10.52,12.77,5.17,1.1,9.21,9,251,19.8,78
2,2016,4,Tuesday,15.45,14.11,18.77,7.84,1.1,8.02,6,244,19.8,61
2,2016,4,Wednesday,10.73,10.43,13.35,4.47,1.1,4.17,5,238,19.8,78
2,2016,4,Thursday,14.37,15.26,17.54,6.76,1.1,2.55,5,231.34,19.8,37
2,2016,4,Friday,14.95,16.13,19.2,8.21,1.1,0.18,8,225.01,19.8,90
1,2016,4,Saturday,12.48,12.98,15.6,6.94,1.1,2.98,14,217.34,19.8,37
1,2016,4,Sunday,13.63,12.75,17.09,6.53,1.1,4.67,11,208.34,19.8,52
1,2016,4,Monday,10.38,10.95,13.09,5.25,1.1,6.35,11,203.34,19.8,42
1,2016,4,Tuesday,15.4,16.58,18.76,8.59,1.1,0.04,7,203.01,19.8,82
3,2016,4,Wednesday,10.39,9.85,12.32,6.18,1.1,3.35,12,198.67,19.8,58
2,2016,4,Thursday,10.63,9.89,13.71,5.87,1.1,2.38,15,192.34,19.8,38
1,2016,4,Friday,11.75,12.03,13.83,5.6,1.1,3.27,11,189.68,19.8,43
2,2016,4,Saturday,10.59,9.76,13.42,5.21,1.1,4.78,14,185.35,19.8,71
2,2016,4,Sunday,10.74,10.4,13.26,4.52,1.1,2.17,11,180.01,19.8,66
2,2016,4,Monday,15.84,15.85,18.87,6.62,1.1,5.32,19,175.68,19.8,53
3,2016,4,Tuesday,15.15,15.19,17.56,6.3,1.1,1.12,12,172.02,19.8,37
3,2016,4,Wednesday,15.93,15.02,18.56,8.92,1.1,4.39,16,169.02,19.8,79
3,2016,4,Thursday,13.7,14.45,16.98,5.61,1.1,2.24,12,166.36,19.8,73
1,2016,4,Friday,12.2,12.15,15.75,5.17,1.1,2.43,19,163.36,19.8,89
1,2016,4,Saturday,14.13,14.31,17.49,5.92,1.1,7.25,19,157.36,19.8,69
2,2016,4,Sunday,13.62,14.49,16.62,6.69,1.1,3.31,5,143.7,19.8,73
3,2016,4,Monday,11.93,13.11,14.29,6.47,1.1,1.33,10,142.7,19.8,68
2,2016,4,Tuesday,11.62,10.48,13.95,5.79,1.1,2.53,12,136.03,19.8,43
2,2016,4,Wednesday,10.3,10.11,12.04,6.1,1.1,5.29,18,130.7,19.8,62
1,2016,4,Thursday,10.7,9.82,12.32,6.07,1.1,3.22,5,125.04,19.8,30
3,2016,4,Friday,12.72,13.22,16.3,5.84,1.1,6.44,5,120.38,19.8,43
3,2016,4,Saturday,11.9,12.4,14.61,5.59,1.1,3,14,113.72,19.8,74
1,2016,5,Sunday,12.1,11.56,14.67,6.37,1,5.43,8,104.06,19.8,40
3,2016,5,Monday,12.18,11.78,14.93,5.93,1,0.76,14,104.06,19.8,65
1,2016,5,Tuesday,11.77,12.71,14.61,4.86,1,1.57,7,100.06,19.8,90
1,2016,5,Wednesday,12.87,13.01,16.03,5.18,1,0.18,5,93.73,19.8,84
3,2016,5,Thursday,13.54,12.8,16.82,7.01,1,1.2,13,86.39,19.8,43
2,2016,5,Friday,16.27,16.74,20.53,9,1,2.5,16,81.73,19.8,47
1,2016,5,Saturday,13.97,14.24,16.66,6.97,1,3.81,13,77.73,19.8,35
1,2016,5,Sunday,17.62,17.11,22.48,7.44,1,4.51,9,73.74,19.8,34
2,2016,5,Monday,16.93,16.47,20.16,9.91,1,1.62,9,68.74,19.8,73
2,2016,5,Tuesday,12.14,11.42,15.36,5.02,1,3.33,9,63.07,19.8,60
3,2016,5,Wednesday,12.64,12.03,14.89,5.61,1,2.6,14,55.74,19.8,62
1,2016,5,Thursday,13.67,13.27,16.95,5.71,1,0.49,16,50.41,19.8,47
1,2016,5,Friday,13.04,14.02,16.38,7.18,1,4.36,10,47.4,19.8,84
2,2016,5,Saturday,17.24,18.57,21,9.52,1,2.29,11,45.07,19.8,32
1,2016,5,Sunday,14.3,13.56,16.64,7.12,1,2.66,14,39.73,19.8,64
1,2016,5,Monday,12.47,12.61,15.41,7.12,1,0.44,7,34.4,19.8,75
2,2016,5,Tuesday,17.49,17.01,20.7,9.78,1,3.54,8,261,19.8,90
1,2016,5,Wednesday,17.7,16.96,20.38,7.33,1,3.11,18,257,19.8,83
2,2016,5,Thursday,14.09,12.84,16.72,7.01,1,0.68,5,253,19.8,65
1,2016,5,Friday,17.22,18.49,21.2,9.57,1,3.64,13,246.66,19.8,82
2,2016,5,Saturday,17.23,17.37,20.19,8.35,1,2.68,15,243.66,19.8,56
2,2016,5,Sunday,13.7,14.45,16.55,7.57,1,1.33,14,241.66,19.8,74
2,2016,5,Monday,12.1,12.04,14.92,4.96,1,3.59,11,237.32,19.8,62
2,2016,5,Tuesday,14.98,15.78,17.31,7.48,1,4.16,14,232.32,19.8,41
1,2016,5,Wednesday,12.82,11.64,16.19,5.46,1,2.56,6,220.32,19.8,85
2,2016,5,Thursday,16.32,15.31,20.94,9.19,1,3.65,17,211.98,19.8,46
1,2016,5,Friday,13.47,12.93,16.47,6.77,1,4.86,13,207.31,19.8,72
3,2016,5,Saturday,11.69,11.75,14.55,5.29,1,10.24,6,198.64,19.8,31
1,2016,5,Sunday,14.42,13.65,18.11,6.48,1,6.8,6,186.31,19.8,83
3,2016,5,Monday,15.51,16.63,19.09,6.87,1,3.42,14,177.64,19.8,48
